Проспект Тракторостроителей;78;11-5-2021;Добрый день! В песочницах во дворе по пр. Тракторостроителей 78 и 78к1 совсем мало песка. Прошу завезти новый песок.;56.10895725 47.333279585763385;1230;-700;[1230];Благоустройство и инфраструктура;0
Кооперативная;4;11-5-2021;А расскажите-ка мне, какого черта ваш автомат звонит и рассказывает о задолжностях совершенно посторонним людям, которые  не владеют, не прописаны, не живут. Почему сведения о счетах собственника вообще попадают к чужим людям?;56.13740385 47.24968755;1231;-500;[1231];Благоустройство и инфраструктура;0
Коммунистическая;30;11-5-2021;05.05.2021г Экстренно вызвали сантехника по адресу Новочебоксарск, ул.Коммунистическа, д.30, кв.49, собственником являюсь я Тимукова Евгения Валерьевна. Затопление соседей снизу территориально ванна и кухня. Причину обнаружили совместно с сантехником. Труба канализационная сошла с хомута и образовалась щель, откуда все фикалии лились в ванную комп=нату моей квартиры. ;56.1343977 47.2967086;1233;-500;[1233];Благоустройство и инфраструктура;0
Кукшумская;15;11-5-2021;После отключения отопления горячая вода не соответствует требованиям. Сейчас были выходные праздничные дни и вода из горячего крана текла холодная и в комнате и на общей кухне. Почему мне для того чтобы просто умыться или помыть посуду приходится сливать воду по полчаса и более для того чтобы она просто была теплой, не то что горячей. А помыться вообще невозможно... Наладьте циркуляцию воды, ваши отписки на наши прошлые обращения никакого результата не дают, вода по прежнему не ГОРЯЧАЯ!;56.08771915 47.27710945421103;1234;-500;[1234];Жилищно-коммунальные услуги;0
Ашмарина;34;10-5-2021;На улице 26 градусов, а батареи все ещё горячие. Где логика?;56.08144445 47.28197665523511;1235;-500;[1235];Благоустройство и инфраструктура;0
Красина;16;9-5-2021;"""В связи с тем, что в квитанции за апрель не были учтены данные счётчиков воды,переданные мной через портал ЖКХ, возникает вопрос:""""Как так получилось?"""".""";56.15102595 47.22176846291094;1237;-500;[1237];Жилищно-коммунальные услуги;0
Проспект Геннадия Айги;15/10;8-5-2021;Добрый день;56.117955800000004 47.21541740761275;1239;-500;[1239];Благоустройство и инфраструктура;0
Ресторанная;9;8-5-2021;Здравствуйте ,хотела бы узнать в этом году песок появится на детской площадке по село Хыркасы ,ул.Ресторанная дом 9 .Детям не с чем играть и можно ли выравнить дорогу после ремонта водоканала около детской площадки.Живу 4 года и обновления песка ни разу не было.Скамейки в округе дома стоят на соплях возможно ли починить или поменять?;56.1354543 47.2973515;1240;-500;[496, 554, 811];Благоустройство и инфраструктура;0
Винокурова;13;7-5-2021;Жители нашего дома возмущены работой нашего дворника. Дворник очень редко убирает территорию, в подъездах моют полы реже одного раза в месяц. Пыль не вытирают, окна не моют. Никто не проверяет результаты её работы. Это продолжается не один год. Мы платим за уборку наших подъездов и двора. Около нашего дома на газонах лежит мусор, а также им переполнены урны рядом с подъездами. Звонили с жалобами в Ремжиллюкс ? ничего не меняется, обслуживание нашего дома плохое. Примите пожалуйста меры.;56.09977835 47.24979717594744;1241;-500;[1038];Благоустройство и инфраструктура;0
Проспект Максима Горького;33;7-5-2021;Протекает крыша. Просим принять срочные меры.;56.148405800000006 47.179959523788725;1244;-600;[831];Жилищно-коммунальные услуги;0
Винокурова;72;7-5-2021;Межпанельные швы дома, расположенного в г. Новочебоксарск по улице Винокурова дом 72, внешний угол квартиры 30, заделан халатно. В сильный дождь осенью 2020 года вода просачивалась в квартиру 30.  Выходила с письмом в октябре 2020 года - получила официальный ответ, что принято решение о ремонте швов во 2м квартале 2021 года. Хотя согласно Постановлению Госстроя Российской Федерации они должны были устранить дефект по мере выявления,  а особенно до наступления зимних холодов. ;56.1307195 47.2449597;1245;-500;[1245];Благоустройство и инфраструктура;0
Проспект Московский;54/2;7-5-2021;Прошу произвести ремонт верхнего козырька балкона над квартирой 80 в доме 54/2 по пр. Московский г. Чебоксары. Во время дождей с крыши  балкона очень сильно протекает.;56.145944 47.2195797;1246;-500;[1246];Благоустройство и инфраструктура;0
Строителей;20;6-5-2021;Здравствуйте! Почему вместо горячей воды течёт холодная. В квитанции вы за горячую воду начисляете, а на деле её нет.;56.1127331 47.2413087;1247;-800;[296];Жилищно-коммунальные услуги;0
Т.Кривова;18;6-5-2021;Здравствуйте! По ул. Т. Кривова 18, кв. 64  затопило с квартиры 76, находящейся сверху. Прошу заактивировать факт затопления квартиры 64;56.1348971 47.2980755;1248;-400;[1225];Благоустройство и инфраструктура;0
Богдана Хмельницкого;74;6-5-2021;Здравствуйте! Во дворе дома 74 по ул. Б-Хмельницкого в песочнице яма вместо песка. Прошу завести песок и засыпать яму);56.11532135 47.220178899999986;1250;-600;[804];Благоустройство и инфраструктура;0
Проспект Чебоксарский;19;5-5-2021;В нашем подъезде на почтовых ящиках указаны номера квартир на наклейках. На некоторых ящиках эти наклейки были удалены кем-то и под наклейками краской указаны другие номера квартир. Такая ситуация создаёт путаницу. Прошу заново установить наклейки с номерами квартир или правильно указать номера квартир, указанные краской.;56.1250459 47.3841625;1251;-220;[204, 271, 279, 582, 583, 612, 613];Благоустройство и инфраструктура;0
Чапаева;4;5-5-2021;Добрый день.;56.1299316 47.25673895241556;1252;-500;[1252];Благоустройство и инфраструктура;0
Пушкина;25;5-5-2021;Добрый день!;56.137134450000005 47.254364249999995;1255;-500;[1255];Благоустройство и инфраструктура;0
Семенова;39;5-5-2021;Добрый день, ;56.1098188 47.310826;1256;-400;[885, 1210];Благоустройство и инфраструктура;0
Эльгера;34;4-5-2021;Убавьте отопление, уважаемая УК! Сколько уже можно звонить, писать и жаловаться! Май на дворе, зима прошла, очнитесь уже. Жарко в квартире, спать душно.;56.14738995 47.180922699999996;1257;-600;[818];Жилищно-коммунальные услуги;0
Гагарина Ю.;23;4-5-2021;"""Сайт ТСЖ ВЕСТА не работает .Ранее писал  что платить буду по квитанции за ЖКХ ,за судебные вопросы только после ознакомления с документами, высланных на моё имя по почте. Оформленных юридически грамотно с """"Живой"""" печатью. Никакие электронные копии не присылайте. В ответ три месяца молчали ,а теперь прислали по ВАТСАБУ квитанцию  к оплате 13 073,33 р+ кап.ремонт 630,80р""";56.1278016 47.2696671;1259;-900;[56];Жилищно-коммунальные услуги;0
Мичмана Павлова;5;3-5-2021;Прошу убрать мусор,оставшийся после ремонта крыши с прошлого года, под нашими окнами со двора дома №7. Если управляющая компания не проконтролировала за строительной организацией уборку территории после ремонта, то должна сама вывести мусор и посадить траву! А то под нашими окнами как после пожара!;56.14281045 47.19362717296731;1262;-500;[1262];Благоустройство и инфраструктура;0
Богдана Хмельницкого;127;3-5-2021;Здравствуйте. Богдана Хмельницкого дом 127, 3 этаж . (Правое крыло) Из за отсутствия шпингалетов на общей балконной двери, двери всегда открыты , в результате  погодных условий , а именно сильного ветра, разбито стекло. Просим устранить , а именно заменить стекло , а также установить шпингалеты на обе  общедомовые балконные двери . Шпингалеты прошу установить на уровне не выше 1м 60 см . Чтобы имелась возможность безприпятсвенно открывать и закрывать двери.О проделанной работе просьба оповестить на электронную почту .;56.111153 47.22299314999999;1263;-600;[1263];Благоустройство и инфраструктура;0
Богдана Хмельницкого;109;1-5-2021;Добрый день. Сегодня 1 мая . Придя домой в туалете стоит запах птичьего полёта. Прошёл дождик. И после дождя стоит запах. Прошу вычистить корыто от птичьего полёта на д моей квартирой. Дышать тяжело и неприятно;56.112709249999995 47.220402076945476;1267;-700;[915];Благоустройство и инфраструктура;0
Юности;6;1-5-2021;Не в первый раз уже составляю обращение. Течет водосточная дождевая труба, совсем рядом находится щиток. Примите меры! Не нужно латать трубу, нужно ее менять. С каждым дождем такие проблемы. Видео здесь https://disk.yandex.ru/i/_noR7dv0KLJSYA;56.139089549999994 47.1606364581548;1268;-600;[1268];Благоустройство и инфраструктура;0
Разина;6;1-5-2021;С прошлого года над нашей квартирой протекает крыша, неоднократно обращались по этому поводу, воз на том же месте. Прошу залатать трещину в кровле (поменять лист кровли). Обрешётка, балки, стропила - всё мокрое, в плесени, когда-нибудь сгниёт и рухнет кровля, совсем скоро. Примите меры к устранению протечки крыши!;56.131132199999996 47.23423713644894;1269;-400;[1101, 1153];Благоустройство и инфраструктура;0
Кооперативная;4;1-5-2021;Прошу направить ко мне специалиста по газовому оборудованию для проверки подключения газовой колонки, так как кажется что она работает некорректно. Прошу для согласования времени встречи позвонить мне - 89523107316;56.13740385 47.24968755;1270;-500;[1231];Благоустройство и инфраструктура;0
Проспект Московский;31Б;30-4-2021;Здравствуйте, просьба убрать основу под качелю,  которая стоит около скамейки во дворе домов по  Московскому пр-кту 31а и 31б, а НЕ вешать новую качелю. ;56.14280135 47.20723635233447;1276;-1000;[96];Благоустройство и инфраструктура;0
Ахазова;2;30-4-2021;"""Перед моим балконом по ул.Ахазова 2, подъезд 6, со стороны спортивной площадки школы №54, соседка с первого этажа однокомнатной квартиры,постоянно складывает мусор из веток, сухой травы и прочего. Куча с каждым днем растет. Проходящие, видя мусорную кучу, выбрасывают туда пустые бутылки и прочие бытовые отходы. Создается антисанитарная обстановка, летают мухи и пр. Это продолжается не один год. Сегодня, видя, что она опять чистит землю перед своими окнами, я попросила складывать мусор в пакеты и относить на мусорку. Она не прекратила и сказала, что ЖКХ это все уберет. И она будет это делать! Каждый раз выходя на балкон я наблюдаю этот ужас и хочу, чтобы это прекратилось. Обращаюсь в ЖКХ с просьбой убрать эту кучу мусора и попросить соседку из квартиры 71""""а"""", складывать свой мусор в пакеты и выкидывать.Хочется, чтобы город был чистым.""";56.144299149999995 47.173732799999996;1277;-700;[155, 803, 1211];Благоустройство и инфраструктура;0
Зеленый;16;30-4-2021;По поводу контрольного съема показаний , высылаю фото. Дома бываю после 18 ч.;56.1349127 47.2971235;1279;-600;[1279];Благоустройство и инфраструктура;0
Эльгера;14;29-4-2021;21 апреля 2021г. было составлено заявление с подписями жильцов нашего подъезда о установке скамейки по адресу  ул Эльгера  14 второй подъезд.  Когда будет установлена скамейка?;56.1433386 47.18155217604025;1281;-600;[1281];Благоустройство и инфраструктура;0
Мичмана Павлова;32;29-4-2021;Прошу заделать швы между панелями с улицы на пятом этаже третий подъезд кв.90. С улицы дует и обои плесневеют.;56.14196015 47.18054254973097;1283;-200;[312, 360, 763, 832, 908, 1155];Благоустройство и инфраструктура;0
Гагарина Ю.;27;29-4-2021;Почему не имеется возможности направить показания приборов учета через этот портал собственниками  жилья Гагарина 27? Формально она есть, но с 25 по 28 число месяца, в то время как ТСЖ в своих квитанциях требует передавать показания с 20 по 24 число месяца. При общении с ТСЖ Наш Дом они просят им на почту отправлять показания или по телефону, но не позднее 24 числа.;56.1278016 47.2696671;1286;-700;[1286];Благоустройство и инфраструктура;0
Новогородская;24;29-4-2021;Добрый день! ;56.1272877 47.38192917889007;1287;-600;[1287];Благоустройство и инфраструктура;0
Гузовского;6;27-4-2021;Здравствуйте, сделайте пожалуйста мусорки возле 1 и 2 подъезда по адресу Гузовского 6;56.139628200000004 47.18982505000001;1291;-600;[1291];Благоустройство и инфраструктура;0
Фрунзе;11;27-4-2021;Улица Фрунзе дом 11 . Уборщица не появляется на рабочем месте .Окна не моет годами . Недавно заменили окна в подъезде (месяц - два назад ) до сих пол не мытые в этикетках . Палисадники не убирает , на субботник не пришла , палисадники убирали сами жители на субботнике , сложили в кучи мусор прошло 4 дня кучи так и стоят их ни кто не убирает , все разлетается обратно . Полы в подъездах не моет вообще , максимум подметает первый и второй этаж два раза в месяц . Стены не моются 3 года подряд . Появляется 2- 3 раза в месяц . Объясняет тем что у нее 3 дома нужно убирать . ( Зачем столько понабрала если с одним не справляется не понятно ) . Еще всем рассказывает что у нее дома 3 коровы и за ними следить надо , это же для нас очень важно. Рядом находится Фрунзе 13 да там чистота даже на детской площадке , а наша уборщица если ее попросишь помыть полы начинает ругаться , говорить что она ни чего не успевает и это жильцы виновать . Писали не раз жалобу , так ни чего не меняется , не знаем куда обращаться . Хотим провести собрание и поднимать вопрос или о смене УК или образования ТСЖ.;56.08623645 47.2925154;1293;-600;[1062];Благоустройство и инфраструктура;0
Ахазова;7;27-4-2021;Здравствуйте, в доме по адресу ул. Ахазова 7, не знаю как в других подъездах, а в 1 подъезде полы не моются и не подметаются уже очень давно. Грязно и пыльно. Примите меры.;56.1453797 47.1741631;1294;-400;[16, 244, 512, 591, 592, 604];Благоустройство и инфраструктура;0
Э.М.Юрьева;10;27-4-2021;Подскажите пожалуйста порядок наших действий в сложившейся ситуации.;56.1526642 47.172661556554544;1295;-600;[1295];Благоустройство и инфраструктура;0
Проспект И.Я.Яковлева;6;26-4-2021;Добрый день. Прошу осуществить демонтаж самонесущего изолированного провода и фонаря расположенного на четвёртом этаже фасада дома №6 по пр. И. Яковлева в г. Чебоксары подъезд 13. При ветре кабель бьет по фасаду здания, крепление фонаря не обеспечивает жесткость конструкции. Фонарь качается бьет по фасаду здания.;56.096493 47.2647516;1297;-600;[1297];Благоустройство и инфраструктура;0
Семена Ислюкова;16;26-4-2021;Просим отремонтировать малые формы на детской площадке,покрасить песочницы и наполнить их песком во дворе дома по адресу Ислюкова 16. На носу лето,детям хочется играть в ухоженном дворе. Заранее спасибо;56.1508561 47.17755173496573;1298;-600;[1298];Благоустройство и инфраструктура;0
Новогородская;40;26-4-2021;Новогородская д. 40 подъезд 6 - не закрывается железная дверь входной группы.;56.126743000000005 47.392578096014724;1299;-500;[859, 1189];Жилищно-коммунальные услуги;0
Анисимова;10;26-4-2021;"""В сентябре 2020 года была оставлена заявка на ремонт тамбура  в подъезде №1 дома №10 по ул Анисимова.  Вся дождевая вода заливается  в тамбур подъезда,  порог весь гнилой. Работниками  """"Мирный1""""  было обещано,  что проведут ремонт весной. На сегодняшний день дождевая вода  заливает подвал  ещё и через проваленный тротуар возле подвальных окон. Просим  провести  ремонт  порога у подъездной двери  и ремонт подвальных окон!""";56.14309805 47.213879792817934;1300;-700;[896];Благоустройство и инфраструктура;0
Ильенко;6;26-4-2021;Я, Назарова ГалинаЕгоровна, долевой собственник квартиры №39 жилого дома по ул. Г. Ильенко г. Чебоксары от лица других жильцов прошу провести проверку вентиляционных шахт и увеличить их высоту для правильной циркуляции воздуха в квартирах. На данный момент воздух из квартиры не вытягивается, а наоборот поступает с улицы.;56.153046 47.19829224977472;1301;-600;[1301];Благоустройство и инфраструктура;0
Ашмарина;34;25-4-2021;В подъезде номер 3, по адресу Ашмарина 34, сломана входная дверь. Дверь не закрывается;56.08144445 47.28197665523511;1303;-500;[1235];Жилищно-коммунальные услуги;0
Пржевальского;5;24-4-2021;Здравствуйте. Хотим всем домом по Пржевальского 5 обратиться к управляющей компании нас возмущают действия работников в нашем дворе нет не чего для детей в прошлом году сделали песочницу для детей ее убрали написали заявку что бы поставили и ни каких действий не приняли и сегодня опять же вывезли все со двора и песочницу и места для сидения дом по улице Пржевальского 5 просит поставить хотя бы песочницу детям и скамнйки  так как в доме есть пожилые люди и не где даже просидеть;56.07860465 47.27455153955603;1310;-600;[1087];Благоустройство и инфраструктура;0
Пролетарская;5;23-4-2021;В 8-м подъезде по ул. Пролетарская, дом 5 в кв. 256 в санузле, в комнатах, стоит сильный запах канализации, проблема засора подвальной канализации возникла осенью 2020г., был прорыв трубы, затопление подвала водой и фекальными массами, в ответ на что управляющая компания ООО Новоюжный Калининского района засыпала подвал песком, но не произвела очистку подвала от фекальных масс тогда и не следит за состоянием канализации сейчас. Сегодня в 21.30 была вызвана аварийная служба, которая подтвердила наличие старого засора. Засоры канализации происходят постоянно, но УК игнорирует проблему. Просим принять меры по устранению засора, очистке канализации и подвала от последствий засора канализационных труб, устранить запах канализации в кв. 256 и при входе в подъезд, провести санитарную обработку.;56.10505055 47.29830592578023;1313;-800;[262, 457];Жилищно-коммунальные услуги;0
Ашмарина;44;23-4-2021;Доброго времени суток!;56.08268535 47.28707215079149;1314;-600;[1314];Благоустройство и инфраструктура;0
Университетская;29;23-4-2021;По ул. Университетской д. 29 когда будет производиться капитальный ремонт, а именно замена на пластиковые окна, потому что на данный момент открыть окно для проветривания помещения- коридорах  невозможно? Почему обслуживающему персоналу(уборщицам) не выдаются средства для дезинфекции помещения?;56.13915995 47.16621562355372;1315;-500;[175, 382, 383, 641, 901];Благоустройство и инфраструктура;0
Урукова;11;23-4-2021;Прошу перенести мусорные контейнеры для 9 и 11 домов по улице Урукова на сторону этих домов. Сейчас чтобы выбросить мусор надо переходить дорогу, по которой идет интенсивное движение. Подход к мусорным контейнерам не оборудован не со стороны тротуара, ни со стороны проезжей части дороги. В домах проживает много пожилых людей, которым небезопасно переходить дорогу, чтобы выбросить мусор. Прошу изыскать возможность перенести мусорные контейнеры в более удобное место.;56.14146315 47.21164219999999;1317;-500;[1190];Благоустройство и инфраструктура;0
Винокурова;49;23-4-2021;В доме 49 по ул. Винокурова когда планируется ремонт? в подъезд страшно зайти , стены исписаны. Почтовые ящики поломаны, пора списывать.  Квитанции за кап.ремонт приходят регулярно, а ремонта до сих пор нет!!!;56.09280785 47.27865233776967;1318;-500;[1318];Жилищно-коммунальные услуги;0
Проспект Максима Горького;23;23-4-2021;Который месяц не могу передать показания, все время выходит такой текст:;56.1473582 47.1835389;1320;-800;[346, 887];Благоустройство и инфраструктура;0
Зеленая;16;22-4-2021;Здравствуйте. В ответ на ваше письмо-ответ от 16 апреля 2021 года.  ;56.1393047 47.2283918;1321;-500;[1321, 1371];Благоустройство и инфраструктура;0
Воинов интернационалистов;7;22-4-2021;С 20.04.2021 г. в квартире очень холодно, батареи холодные, хотя отопительный сезон ещё не окончен. 22.04.2021 г. на мое обращение (звонок в ЖЭК УЮТ) около 10:30 о проблеме, но ни как не решился вопрос (уже не первый раз). Прошу возобновить отопление, сделать перерасчет!;56.1191278 47.44556057907684;1322;-600;[1322];Благоустройство и инфраструктура;0
А.В.Асламаса;1;22-4-2021;Здравствуйте! По адресу Асламаса д. 1 кв. 33 уже 1,5 месяца не работает домофон, звонила трижды, лично приходила на тех. участок и просила исправить, результата нет (сразу скажу,что услуги домофона оплачены своевременно).Прошу принять срочные меры!;56.111115049999995 47.33057813108318;1323;-1100;[53];Благоустройство и инфраструктура;0
Дзержинского;20;22-4-2021;Почему не выполняются просьбы о проведении влажной уборки в подъезде и приходится неделями ждать и повторно обращаться? Или нам нужно обязательно приезжать в диспетчерскую и писать письменные заявки?;56.142104200000006 47.248634802672626;1325;-400;[1164, 1192];Благоустройство и инфраструктура;0
зд Энергетиков;1;22-4-2021;Почему ежемесячно производится перерасчет за холодную и горячую воду и электричество на большие суммы. За январь 75,71 р, за февраль 126,0 р, за март уже 157,56 р. Это уже 15% от итоговой суммы. Почему вы не следите и не устраняете посторонние расходы?;56.1471595 47.2847128;1327;-600;[1045];Жилищно-коммунальные услуги;0
зд Энергетиков;10;22-4-2021;Прошу принять меры для того, чтобы заменить стояк в моей квартире, который отнесен к числу общедомового имущества в счет оплаты за техническое обслуживание, то есть без взимания дополнительной оплаты. Данные положения урегулированы Постановлением Правительства РФ №491 от 2006 года. ;56.1471595 47.2847128;1329;-600;[287, 505, 565, 1326];Жилищно-коммунальные услуги;0
Космонавта Николаева А.Г.;22;22-4-2021;"""Здраствуйте, хочу добаить свой лицевой счет в личный кабинет, все данные ввожу верно, перепробовал уже все варианты дат платежей, суммы сто процентов верные, все равно выдает ошибку что """"сумма либо дата не верна""""""";56.122410599999995 47.27517509451671;1330;-600;[1330];Благоустройство и инфраструктура;0
Пролетарская;9;22-4-2021;Здравствуйте. Каждый год одно и тоже. Батарея в зале плохо греет хотя новая , мало того подо мной проходит плита и вечно дует с пола, стена зимой холодная. Сколько раз обращалась к Вашим мастерам устно, результата нет,приходится писать жалобу. В данный момент у меня в зале батарея  не греет, на кухне греет.ба Прошу проверить, принять меры и сделать перерасчёт за все года.;56.10455345 47.29920609295556;1331;-900;[390];Благоустройство и инфраструктура;0
Проспект Ленина;91;22-4-2021;Добрый день. По проспекту Ленина 91 КВ 4 такая беда: очень старые водопроводные трубы, которые прорывает уже не в первый раз. Трубы эти находятся перед счётчиком, то есть общедомовые. Слесарей вызывали, ставят хомуты. Трубы в ужасном состоянии. Убедительная просьба, взяться за капитальный ремонт нашего дома, потому что отопление никакое, вентиляция ужасная, трубы увидите по фото. Вызывать каждый раз слесарей уже надоело.;56.117966 47.2576721;1333;-600;[1333];Жилищно-коммунальные услуги;0
А.В.Асламаса;14;22-4-2021;Во дворе дома №14 по ул. А.В.Асламаса осенью 2020 года была испорчена детская площадка, при прокладке кабеля от трансформаторной площадки. На сегодняшний день детская площадка представляет опасность для детей! Почему не ведутся работы по восстановлению детской площадки? Когда она будет восстановлена?;56.1091092 47.33556277999786;1334;-600;[1334];Благоустройство и инфраструктура;0
Рихарда Зорге;17;22-4-2021;Доброе утро, поменяйте пожалуйста лампочку на первом этаже по адресу Ул.Р.зорге Дом 17  подъезд 1;56.07523345 47.28221316886449;1335;-600;[1335];Благоустройство и инфраструктура;0
Южная;2;21-4-2021;Звонил диспетчеру 1,5 месяца назад, так и никто не пришел по заявке. Живу на 5 этаже в 5 подъезде, в ванной комнате очень слабый напор ХОЛОДНОЙ воды, невозможно регулировать воду при приеме душа. У нас на кухне очень хороший напор холодной и горячей воды, а в туалетной комнате как будто еле еле вы специально открываете напор. ;56.0682025 47.2864907;1338;-600;[1338];Жилищно-коммунальные услуги;0
Советская;69;21-4-2021;В связи с тем что канализационная и вытяжная трубы выходят на технический этаж весь запах исходящий из них идет в квартиру. Примите пожалуйста меры по выведению этих труб непосредственно над крышей, т.е. в атмосферу.;56.1461683 47.2477606;1339;-600;[875, 1149];Благоустройство и инфраструктура;0
Южная;12;21-4-2021;Здравствуйте. У нашего дома отсутствует тротуар и бордюр, всё в разрушенном состоянии. Когда его сделаете наконец?;56.069967 47.288833758170206;1340;-600;[408, 614, 962];Благоустройство и инфраструктура;0
Энтузиастов;1А;20-4-2021;Здравствуйте,ул.Энтузиастов д1а ,в 1 подъезд на второй этаж на балкон установите пожалуйста железные решетки.Дети лезут через газовые трубы залезают на общий балкон и открывают дверь другим детям и они бегают по этажам портят подъезд ,а на 11 этаже на балконе сидят ногами вниз .А ведь некоторые жители даже двери не меняли,так легко и просто можно зайти в квартиры.Рано или поздно конечно вы установите там решетки на балкон, самое главное чтобы было не поздно ( пока что-то не случится никто ничего не сделает).;56.12875635 47.20608229706886;1343;-600;[1343];Благоустройство и инфраструктура;0
А.В.Асламаса;34;20-4-2021;Добрый вечер, при передаче показаний 20.04.2021 произошла ошибка, отопление не 2517, а 2415 должно быть. Исправьте пожалуйста.;56.108598900000004 47.339198236639525;1345;-600;[1345];Благоустройство и инфраструктура;0
Новогородская;25;20-4-2021;Прошу отремонтировать входную дверь 4го подъезда. Отломилась нижняя петля.;56.12808085 47.388948962762065;1346;-600;[249, 309, 310, 1193];Жилищно-коммунальные услуги;0
Зеленый;8;20-4-2021;Новочебоксарск, Б.Зеленый 8-60 Л.С. 10600012064;56.135461 47.2969195;1349;-600;[1349];Благоустройство и инфраструктура;0
М.А.Сапожникова;28;20-4-2021;Добрый день! Выражаю искреннюю благодарность председателю нашего дома. С его приходом дом преобразился: вокруг дома аккуратно проложена отмостка, цоколь отштукатурен, покрашен, в подъездах и во дворе чисто. Дай бог ему здоровья! Буду рада если его работу оценят и поощрят денежной премией. ;56.074462249999996 47.278670597695964;1353;-600;[1353];Благоустройство и инфраструктура;0
Ахазова;6;20-4-2021;Проживаю по адресу Ахазова 6-89. 15.04.2021 Писала заявление на ремонт крыши балкона. Течет крыша балкона и появляется плесень и сырость. Но по сей день УК Уют никак не отреагировал. Прошу принять меры.;56.14396895 47.175386950000004;1355;-600;[1355];Жилищно-коммунальные услуги;0
Эгерский;27;19-4-2021;Здравствуйте. В последнее время, в период максимального разбора ГВ (с7-00 до 8-00) её температура снижается до 35 град.. Такая - же картина наблюдается, если во время приёма душа кран ГВ открыть на максимум. Наверное, пора чистить теплообменник. Прошу принять меры.;56.10423145 47.27978628063833;1356;-600;[36, 493, 715, 983, 984];Благоустройство и инфраструктура;0
Ильи Тукташа;5/12;19-4-2021;На пустыре через дорогу от входа в дом №10 по ул.Базарной разбросан мусор из  контейнеров близлежащих  домов. За зиму мусор не убирали с пустыря, сейчас он раздувается по дворам, в частности, летит  во двор дома 5/12 по ул.И.С.Тукташа.;56.13593905 47.25391102625353;1358;-600;[1358];Благоустройство и инфраструктура;0
Лебедева;17;19-4-2021;Здравствуйте. Завезите, пожалуйста, торф для благоустройства клумб к дому 17 по ул. Лебедева.;56.14496389999999 47.1647962199016;1359;-400;[24, 231, 509, 1070, 1075, 1350, 1351];Благоустройство и инфраструктура;0
Мичмана Павлова;46;19-4-2021;Во дворе дома 46 по ул.М.Павлова с лета 2020 года лежит песок. Кучу размыло дождями, разнесло по двору. Не осуществляется уборка асфальтовой площадки двора (парковочное пространство) и газона вокруг площадки. Дворник, закрепленный за 5 и 6 подъездами не моет полы, но настойчиво просит подтвердить влажную уборку. Просим принять меры.;56.14067165 47.17303652383721;1360;-600;[1360];Благоустройство и инфраструктура;0
К.Маркса;42;19-4-2021;Здравствуйте Просим проверить дымоход с составлением акта для установки газовой колонки Спасибо Ждем;56.1341254 47.2960137;1361;-500;[946, 959, 990];Благоустройство и инфраструктура;0
Новогородская;21/5;18-4-2021;"""Здравствуйте! В последние месяцы очень слабый напор воды, особенно в """"часы пик"""". В данный момент (20:50 воскресенье) 1 литр холодной воды набирается примерно 7-8 секунд. Прошу принять меры""";56.1287997 47.38134247249644;1363;-1000;[235];Жилищно-коммунальные услуги;0
